question_external_id,text,is_correct,sort_order
CDL-GK-0016,The best way to cross traffic is to pull the vehicle partway across the road and block one lane while waiting for the other to clear,0,1
CDL-GK-0016,"The heavier your load, the smaller the gap needed to cross traffic",0,2
CDL-GK-0016,"Because heavy vehicles are easy to see, you can count on other drivers to move out of your way or slow down for you",0,3
CDL-GK-0017,Speed up,0,0
CDL-GK-0017,Signal them to pass you,0,1
CDL-GK-0017,Back off,1,2
CDL-GK-0018,2 seconds,0,0
CDL-GK-0018,3 seconds,0,1
CDL-GK-0018,4 seconds,0,2
CDL-GK-0018,5 seconds,1,3
CDL-GK-0019,The weight transmitted to the tires from the axle,0,0
CDL-GK-0019,The weight transmitted to the ground by one axle or one set of axles,1,1
CDL-GK-0019,Both above,0,2
CDL-GK-0019,No answers are correct,0,3
CDL-GK-0020,.04,1,0
CDL-GK-0020,.01,0,1
CDL-GK-0020,.10,0,2
CDL-GK-0021,"The heavier a vehicle or the faster it is moving, the more heat the brakes must absorb to stop it",1,0
CDL-GK-0021,Brakes have more stopping power when they get very hot,0,1
CDL-GK-0021,Brake drums cool very quickly when the vehicle is moving very fast,0,2
CDL-GK-0022,Stopping is always the safest action in a traffic emergency,0,0
CDL-GK-0022,Heavy vehicles can almost always turn more quickly than they can stop,1,1
CDL-GK-0022,Leaving the road is always riskier than hitting another vehicle,0,2
CDL-GK-0023,It may be a slow-moving vehicle,1,0
CDL-GK-0023,The vehicle is hauling hazardous materials,0,1
CDL-GK-0023,It is a law enforcement vehicle,0,2
CDL-GK-0024,Parked,1,0
CDL-GK-0024,Moving slowly,0,1
CDL-GK-0024,Going downhill,0,2
CDL-GK-0024,Moving at highway speed,0,3
CDL-GK-0025,May be brought up to date once a week,0,0
CDL-GK-0025,Is also called a tachograph,0,1
CDL-GK-0025,Must be shown immediately when an officer request it,1,2
CDL-GK-0025,All answers are correct,0,3
CDL-GK-0026,Poor traction,1,0
CDL-GK-0026,Too much play in the steering wheel is not a problem,0,1
CDL-GK-0026,Damage to the tires,0,2
CDL-GK-0026,All answers are correct,0,3
CDL-GK-0027,Start stab braking,0,0
CDL-GK-0027,Accelerate slightly,0,1
CDL-GK-0027,Release the accelerator,1,2
CDL-GK-0028,Downshift,0,0
CDL-GK-0028,Pump the brake pedal,0,1
CDL-GK-0028,Look for an escape ramp or escape route,1,2
CDL-GK-0029,Unstable loads such as hanging meat or livestock require extra caution on curves,1,0
CDL-GK-0029,Oversize loads can be hauled without special permits during times when the roads are not busy,0,1
CDL-GK-0029,Loads that consist of liquids in bulk do not present vehicle handling problems because they are usually very heavy,0,2
CDL-GK-0030,Never,0,0
CDL-GK-0030,Only when the vehicle does not require placards,1,1
CDL-GK-0030,Only when the shipment will not cross state lines,0,2
CDL-GK-0031,After 5 hours,0,0
CDL-GK-0031,After 7 hours,0,1
CDL-GK-0031,After 9 hours,0,2
CDL-GK-0031,When you become sleepy,1,3
CDL-GK-0032,The amount of liquid will expand in transit,0,0
CDL-GK-0032,The weight of the liquid,0,1
CDL-GK-0032,The legal weight limits,0,2
CDL-GK-0032,All answers are correct,1,3
CDL-GK-0033,Protect people from spilled cargo,0,0
CDL-GK-0033,Protect the roadway from spilled cargo,0,1
CDL-GK-0033,Protect vehicle following you from spilled cargo,0,2
CDL-GK-0033,All answers are correct,1,3
CDL-GK-0034,Pre-trip,0,0
CDL-GK-0034,En-route,0,1
CDL-GK-0034,Post-trip,0,2
CDL-GK-0034,All answers are correct,1,3
CDL-GK-0035,25 miles,0,0
CDL-GK-0035,50 miles,1,1
CDL-GK-0035,100 miles,0,2
CDL-GK-0035,No answers are correct,0,3
CDL-GK-0036,It can startle other drivers,1,0
CDL-GK-0036,It wears down the battery,0,1
CDL-GK-0036,The horn is not a good way to let others know you are there,0,2
CDL-GK-0037,Under-inflated tires,0,0
CDL-GK-0037,Loose fuel connections,0,1
CDL-GK-0037,Electrical short-circuits,0,2
CDL-GK-0037,All answers are correct,1,3
CDL-GK-0038,Brake shoes should not be worn dangerously thin,0,0
CDL-GK-0038,Brake pads should not have brake fluid on them,0,1
CDL-GK-0038,One missing leaf in a leaf spring can be dangerous,0,2
CDL-GK-0038,All answers are correct and true,1,3
CDL-GK-0039,Hard braking,0,0
CDL-GK-0039,Steer into the oncoming lane,0,1
CDL-GK-0039,Steer onto the left shoulder,0,2
CDL-GK-0039,Steer to the right,1,3
CDL-GK-0040,The length of a vehicle,0,0
CDL-GK-0040,Twice the length of the vehicle,0,1
CDL-GK-0040,More than the length of a football field,1,2
CDL-GK-0040,The length of a football field,0,3
CDL-GK-0041,It will give the tires more traction,0,0
CDL-GK-0041,It makes the road more slippery,1,1
CDL-GK-0041,It will make the tires stick to the road,0,2
CDL-GK-0042,1/3,0,0
CDL-GK-0042,1/4,0,1
CDL-GK-0042,1/2,1,2
CDL-GK-0043,4,0,0
CDL-GK-0043,3,0,1
CDL-GK-0043,1,0,2
CDL-GK-0043,2,1,3
CDL-GK-0044,A wet-looking road,0,0
CDL-GK-0044,A bridge,0,1
CDL-GK-0044,A shaded area,0,2
CDL-GK-0044,All of the above,1,3
CDL-GK-0045,It may turn uphill.,0,0
CDL-GK-0045,It may be located a few miles from the top of a downgrade.,0,1
CDL-GK-0045,It may be made of soft gravel.,0,2
CDL-GK-0045,It is not useful if you are traveling too fast.,1,3
CDL-GK-0046,leaks.,1,0
CDL-GK-0046,broken leaf springs.,0,1
CDL-GK-0046,twisted axles.,0,2
CDL-GK-0046,tears.,0,3
CDL-GK-0047,a small sample of whatever is inside.,0,0
CDL-GK-0047,a picture of whatever is inside.,0,1
CDL-GK-0047,that you don't exceed gross weight or axle weight limits.,1,2
CDL-GK-0047,all of the above.,0,3
CDL-GK-0048,Low beams,0,0
CDL-GK-0048,Novelty lights,0,1
CDL-GK-0048,Emergency flashers,0,2
CDL-GK-0048,High beams,1,3
CDL-GK-0049,"Yes, as long as the radiator isn't damaged.",0,0
CDL-GK-0049,"Yes, as long as there is no overflow.",0,1
CDL-GK-0049,No.,1,2
CDL-GK-0049,Yes.,0,3
CDL-GK-0050,a fire extinguisher.,0,0
CDL-GK-0050,a spare jacket.,1,1
CDL-GK-0050,spare electrical fuses.,0,2
CDL-GK-0050,warning devices.,0,3
CDL-GK-0051,Turning the steering wheel counter clockwise,0,0
CDL-GK-0051,Steering in the opposite direction from what other drivers expect you to do,0,1
CDL-GK-0051,Using the steering axle brakes to prevent over steering,0,2
CDL-GK-0051,Turning the wheel in the opposite direction after steering to avoid a traffic emergency,1,3
CDL-GK-0052,Stay off the brake until the vehicle slows down on its own,1,0
CDL-GK-0052,Quickly steer onto the shoulder,0,1
CDL-GK-0052,Begin light braking,0,2
CDL-GK-0052,Begin controlled or stab braking,0,3
CDL-GK-0053,"Identify, project, dedicate, execute",0,0
CDL-GK-0053,"Idea, predicts, decide, execute",0,1
CDL-GK-0053,"Identify, predict, decide, execute",1,2
CDL-GK-0054,You should look at a mirror for several seconds at a time,0,0
CDL-GK-0054,Convex mirrors make things look closer than they really are,0,1
CDL-GK-0054,There are blind spots that your mirror cannot show you,1,2
CDL-GK-0054,You should check your mirrors twice for a lane change,0,3
CDL-GK-0055,One tie down,0,0
CDL-GK-0055,Two tie downs,1,1
CDL-GK-0055,Small loads do not have to have tie downs,0,2
CDL-GK-0056,"Make sure the road is clear, and continue to return to the road",0,0
CDL-GK-0056,Stop and turn your vehicle around before entering the road,0,1
CDL-GK-0056,Reduce your speed to 20 mph or less before returning to the road,1,2
CDL-GK-0057,The weight of the cargo tied down,0,0
CDL-GK-0057,One and one-half times the weight of the cargo tied down,1,1
CDL-GK-0057,Twice the weight of the cargo tied down,0,2
CDL-GK-0057,Three times the weight of the cargo tied down,0,3
CDL-GK-0058,Wheel lockup,0,0
CDL-GK-0058,Trailer jackknife,0,1
CDL-GK-0058,Lack of braking power,0,2
CDL-GK-0058,All answers are correct,1,3
CDL-GK-0059,6-9 seconds,0,0
CDL-GK-0059,9-12 seconds,0,1
CDL-GK-0059,12-15 seconds,1,2
CDL-GK-0060,On a wet road you should reduce your speed by about 1/3,0,0
CDL-GK-0060,On packed snow you should reduce your speed by about 1/2,0,1
CDL-GK-0060,"When the road is slippery it will take longer to stop, and it will be harder to turn without skidding",0,2
CDL-GK-0060,All answers are correct,1,3
CDL-GK-0061,The same gear you would use to climb the hill,0,0
CDL-GK-0061,A lower gear than you would use to climb the hill,1,1
CDL-GK-0061,A higher gear than you would use to climb the hill,0,2
CDL-GK-0062,Apply more power to the wheels,0,0
CDL-GK-0062,Stop accelerating,1,1
CDL-GK-0062,Apply the brake,0,2
CDL-GK-0062,Downshift,0,3
CDL-GK-0063,Keep it as close to the fire as possible,0,0
CDL-GK-0063,Stay downwind of the fire,0,1
CDL-GK-0063,Aim at the base of the fire,1,2
CDL-GK-0064,Hard steering,0,0
CDL-GK-0064,Damage to the steering axle,0,1
CDL-GK-0064,Damage to the tires,0,2
CDL-GK-0064,All answers are correct,1,3
CDL-GK-0065,To have your foot over the brake and ready to push it if necessary,1,0
CDL-GK-0065,Pushing the brake lightly and rapidly,0,1
CDL-GK-0065,Pushing on the brake just enough to make the brake lights to come on,0,2
CDL-GK-0066,A driver can use any prescription drug while driving,0,0
CDL-GK-0066,Amphetamines can be used to help the driver stay alert,0,1
CDL-GK-0066,Use of drugs can lead to accidents and / or arrest,1,2
CDL-GK-0067,10,1,0
CDL-GK-0067,15,0,1
CDL-GK-0067,18,0,2
CDL-GK-0068,In a parking lot when the vehicle is not moving,0,0
CDL-GK-0068,When the vehicle is moving at about 5 mph,1,1
CDL-GK-0068,At a special brake testing center only,0,2
CDL-GK-0069,Slow down to a safe speed before the turn,1,0
CDL-GK-0069,Slow to the posted speed limit for the off-ramp,0,1
CDL-GK-0069,Come to a full stop at the top of the ramp,0,2
CDL-GK-0069,Wait until you are in the curve before downshifting,0,3
CDL-GK-0070,Any time you are in a moving vehicle,1,0
CDL-GK-0070,Only in states where it is required by law,0,1
CDL-GK-0070,Only when traveling on a highway,0,2
CDL-GK-0071,Electrical fires,0,0
CDL-GK-0071,Burning fires,0,1
CDL-GK-0071,Burning cloth,0,2
CDL-GK-0071,All answers are correct,1,3
CDL-GK-0072,"If you must leave the road, try to get all wheels off the pavement or at least one side of vehicle's tires off the road",1,0
CDL-GK-0072,Brake gently to avoid skidding,0,1
CDL-GK-0072,Use hard braking if you are moving at a speed greater that 20-mph,0,2
CDL-GK-0072,Most shoulders will not support a large vehicle,0,3
CDL-GK-0073,They have a high center of gravity,0,0
CDL-GK-0073,The load can shift,0,1
CDL-GK-0073,Both above,1,2
CDL-GK-0073,No answers are correct,0,3
CDL-GK-0074,Dirt,1,0
CDL-GK-0074,Water,0,1
CDL-GK-0074,Nothing,0,2
CDL-GK-0075,Bulkheads,1,0
CDL-GK-0075,Baffles,0,1
CDL-GK-0075,Containers,0,2
CDL-GK-0076,Not worry about the clearance if you stay on the state or federal highways,0,0
CDL-GK-0076,Assume all clearances are high enough,0,1
CDL-GK-0076,"If you aren't sure about the clearance, stop and make sure",1,2
CDL-GK-0076,All answers are correct,0,3
CDL-GK-0077,Before starting,0,0
CDL-GK-0077,Every 3 hours or 150 miles,0,1
CDL-GK-0077,After every break,0,2
CDL-GK-0077,All answers are correct,1,3
CDL-GK-0078,Protect people from spilled cargo,0,0
CDL-GK-0078,Protect cargo from weather,0,1
CDL-GK-0078,May be required by law,0,2
CDL-GK-0078,All answers are correct,1,3
CDL-GK-0079,Keep your speed slow enough that you can stop within the range of your headlights,1,0
CDL-GK-0079,Look directly at oncoming headlights only briefly,0,1
CDL-GK-0079,Wear sun glasses,0,2
CDL-GK-0079,Keep your instrument lights bright,0,3
CDL-GK-0080,Should never be used,0,0
CDL-GK-0080,Should only be used on slick roads,0,1
CDL-GK-0080,Involves locking the wheels,1,2
CDL-GK-0080,Involves steady pressure on the brake pedal,0,3
CDL-GK-0081,You should not downshift if you have an automatic transmission,0,0
CDL-GK-0081,Pumping the brake pedal may bring the pressure up so you can stop the vehicle,1,1
CDL-GK-0081,The parking brake will not work either because it is part of the same hydraulic system,0,2
CDL-GK-0082,Keep the clutch slipping while slowly accelerating,0,0
CDL-GK-0082,Use the parking brake to hold the vehicle until the clutch engages,1,1
CDL-GK-0082,Let the vehicle roll backwards a few feet before you engage the clutch,0,2
CDL-GK-0082,"Let the vehicle roll backwards a few feet before you engage the clutch, but turn the wheel so that the back moves away from the roadway",0,3
CDL-GK-0083,Increase the space in front of you,1,0
CDL-GK-0083,Flash your brake lights,0,1
CDL-GK-0083,Speed up,0,2
CDL-GK-0083,Signal the tailgater when it is safe to pass,0,3
CDL-GK-0084,Rust around wheel nuts may mean that they are loose,1,0
CDL-GK-0084,Cracked wheels or rims can be used if they have been welded,0,1
CDL-GK-0084,A vehicle can be safely driven with one missing lug nut on a wheel,0,2
CDL-GK-0084,Mismatched lock rings can be used on the same vehicle,0,3
CDL-GK-0085,Avoid eye contact.,0,0
CDL-GK-0085,Call the police from your cell phone if you can do it safely.,0,1
CDL-GK-0085,Ignore rude gestures and refuse to react negatively.,0,2
CDL-GK-0085,Do all of the above.,1,3
CDL-GK-0086,have all your emotionally difficult conversations in the first hour of driving.,0,0
CDL-GK-0086,"eat, drink, and smoke only on straight portions of the road.",0,1
CDL-GK-0086,avoid using your cell phone until you reach your destination.,1,2
CDL-GK-0086,read maps or use your phone only when there are no other vehicles around you.,0,3
CDL-GK-0087,Underinflated tires,1,0
CDL-GK-0087,Cold tires,0,1
CDL-GK-0087,Overinflated tires,0,2
CDL-GK-0087,All of the above,0,3
CDL-GK-0088,"Yes, but only on wet surfaces.",0,0
CDL-GK-0088,No.,1,1
CDL-GK-0088,"Yes, but only if the trucks are newer than 1998.",0,2
CDL-GK-0088,Yes.,0,3
CDL-GK-0089,7 to 12 seconds,0,0
CDL-GK-0089,5 to 10 seconds,0,1
CDL-GK-0089,12 to 15 seconds,1,2
CDL-GK-0089,10 to 12 seconds,0,3
CDL-GK-0090,Brake hard and immediately.,1,0
CDL-GK-0090,Be aware that a tire has failed.,0,1
CDL-GK-0090,Stay off the brake pedal.,0,2
CDL-GK-0090,Hold the steering wheel firmly.,0,3
CDL-GK-0091,Someone might try to pass you on your right.,1,0
CDL-GK-0091,You might damage your leaf springs.,0,1
CDL-GK-0091,Someone might try to pass you on your left.,0,2
CDL-GK-0091,All of the above might happen.,0,3
CDL-GK-0092,Time,1,0
CDL-GK-0092,Fresh air,0,1
CDL-GK-0092,A glass of water,0,2
CDL-GK-0092,Coffee,0,3
CDL-GK-0093,perception distance + reaction distance + braking distance.,1,0
CDL-GK-0093,reaction distance + braking distance.,0,1
CDL-GK-0093,reaction distance + viewing distance + braking distance.,0,2
CDL-GK-0093,braking distance + stopping distance.,0,3
CDL-GK-0094,show a wider area than flat mirrors.,1,0
CDL-GK-0094,make objects appear larger than they really are.,0,1
CDL-GK-0094,make objects appear closer than they really are.,0,2
CDL-GK-0095,are typically used for freight carried partway by rail or ship.,1,0
CDL-GK-0095,should come with their own tie-down devices.,0,1
CDL-GK-0095,do not need to be inspected or secured by the driver.,0,2
CDL-GK-0096,3,1,0
CDL-GK-0096,1,0,1
CDL-GK-0096,4,0,2
CDL-GK-0097,It does not affect the road surface or driving conditions.,0,0
CDL-GK-0097,It is very sticky and slows down your vehicle.,0,1
CDL-GK-0097,"Tar rises to the road surface in very hot weather, causing the roads to become very slippery.",1,2
CDL-GK-0098,are unstable loads.,1,0
CDL-GK-0098,do not require special care.,0,1
CDL-GK-0098,have low centers of gravity.,0,2
CDL-GK-0099,should have a screen larger than 4 inches.,0,0
CDL-GK-0099,should be designed for truck navigation.,1,1
CDL-GK-0099,should be made in the USA.,0,2
CDL-GK-0100,overinflated tires.,0,0
CDL-GK-0100,poorly adjusted brakes.,0,1
CDL-GK-0100,driving too fast for road conditions.,1,2
CDL-GK-0101,"Keep driving, and reach out the window and knock the ice off",0,0
CDL-GK-0101,"Keep driving, and turn your defroster on",0,1
CDL-GK-0101,Pull over in a safe place and remove the ice,1,2
CDL-GK-0102,Yes,0,0
CDL-GK-0102,No,1,1
CDL-GK-0102,It doesn't make any difference if you drive slowly,0,2
CDL-GK-0103,32 feet,0,0
CDL-GK-0103,One block,1,1
CDL-GK-0103,Two Vehicle lengths ahead,0,2
CDL-GK-0104,Poor traction,1,0
CDL-GK-0104,A need to disconnect the steering axle brakes,0,1
CDL-GK-0104,Damage to drive axle tires,0,2
CDL-GK-0104,Better handling,0,3
CDL-GK-0105,Are designed to protect vehicles from damage,1,0
CDL-GK-0105,Should not be used unless you have first tried all other ways to save your vehicle after brake failure on a downgrade,0,1
CDL-GK-0105,Cannot be used by certain types of heavy vehicles,0,2
CDL-GK-0106,Brakes can grab or become weak.,1,0
CDL-GK-0106,Brakes can work better.,0,1
CDL-GK-0106,Your foot can get tired.,0,2
CDL-GK-0107,primary and secondary safety cab locks,0,0
CDL-GK-0107,frame and cross members,0,1
CDL-GK-0107,air lines and electrical wiring,1,2
CDL-GK-0108,someone who has the Hazardous Materials Endorsement rides with you.,0,0
CDL-GK-0108,the vehicle does not require placards.,1,1
CDL-GK-0108,the cargo will be transported less than 100 miles.,0,2
CDL-GK-0109,Not having sufficient space to drive all the way through without stopping,0,0
CDL-GK-0109,Getting stuck on the tracks because of insufficient clearance,0,1
CDL-GK-0109,Both of the above,1,2
CDL-GK-0110,Before and after signaling the change,0,0
CDL-GK-0110,After starting and after completing the lane change,0,1
CDL-GK-0110,Both of the above,1,2
CDL-GK-0111,A hazardous materials placard is on the vehicle.,0,0
CDL-GK-0111,"There is a four-inch, diamond-shaped hazardous materials label on the container.",0,1
CDL-GK-0111,Both of these answers are correct.,1,2
CDL-GK-0112,When to use placards,0,0
CDL-GK-0112,Basic chemistry,1,1
CDL-GK-0112,Which products can be loaded together,0,2
CDL-GK-0113,They should only be used when driving during the daytime.,0,0
CDL-GK-0113,They can be used while driving as long as you only take half the regular dose.,0,1
CDL-GK-0113,"They often make you sleepy. Therefore, they should not be used while driving.",1,2
CDL-GK-0114,Short-term or daily rental truck drivers are often not used to the limited vision and pose a hazard.,1,0
CDL-GK-0114,Mail or delivery truck drivers do not pose a hazard.,0,1
CDL-GK-0114,Drivers using turn signals can be trusted to turn in the direction they indicate.,0,2
CDL-GK-0115,"Cracking is likely to occur, but it is not a safety threat.",1,0
CDL-GK-0115,Loose belts will not turn the water pump and/or fan on properly.,0,1
CDL-GK-0115,You can check the tightness of belts by pressing on them.,0,2
CDL-GK-0116,Keep the vehicle's taillights on to warn other drivers.,0,0
CDL-GK-0116,Move the rear reflective triangle back if the driver's vision is obscured to within 500 feet.,1,1
CDL-GK-0116,Put out your emergency warning devices within five minutes.,0,2
CDL-GK-0117,Move severely injured persons if there is a danger due to fire or passing traffic.,0,0
CDL-GK-0117,"If a qualified person is helping them, stay out of the way unless asked to assist.",0,1
CDL-GK-0117,Allow injured persons to become chilled or overheated.,1,2
CDL-GK-0118,Many heavy vehicle accidents occur between midnight and 6 a.m.,1,0
CDL-GK-0118,Most hazards are more easily seen at night than during the day.,0,1
CDL-GK-0118,Most people are more alert at night than during the day.,0,2
CDL-GK-0119,"When the temperature drops, bridges will freeze before roadways.",0,0
CDL-GK-0119,Driving conditions become more dangerous as the temperature rises to the point where ice begins to melt.,0,1
CDL-GK-0119,"As rain continues, the road becomes more slippery than it was when the rain began.",1,2
CDL-GK-0120,The weight transmitted to the ground by one axle or one set of axles,1,0
CDL-GK-0120,The weight transmitted to the tires from the axle,0,1
CDL-GK-0120,Both of the above,0,2
CDL-GK-0121,0.16,0,0
CDL-GK-0121,0.1,0,1
CDL-GK-0121,0.4,1,2
CDL-GK-0122,flashing lights.,0,0
CDL-GK-0122,driving limited to certain times.,0,1
CDL-GK-0122,both of the above.,1,2
CDL-GK-0123,start the engine and listen for unusual noises.,0,0
CDL-GK-0123,make sure the parking brake is on and put the gearshift in neutral (or park if automatic).,0,1
CDL-GK-0123,Both of the above,1,2
CDL-GK-0124,Adjust the headlights.,0,0
CDL-GK-0124,Leave your high beams on.,1,1
CDL-GK-0124,Clean the headlights.,0,2
CDL-GK-0125,Leaking shock absorbers,0,0
CDL-GK-0125,Broken leaves in a leaf spring and a cracked or broken spring hanger,0,1
CDL-GK-0125,Both of the above,1,2
CDL-GK-0126,Signal well in advance of the turn.,0,0
CDL-GK-0126,Signal continuously up through the turn.,0,1
CDL-GK-0126,Do both of the above.,1,2
CDL-GK-0127,You should bleed a small amount of air to keep tire pressure steady.,0,0
CDL-GK-0127,You should check tire mounting and air pressure before driving.,1,1
CDL-GK-0127,"If a tire is too hot to touch, you should hose it down with water.",0,2
CDL-GK-0128,Look toward the right edge of your lane or the right edge of the road.,1,0
CDL-GK-0128,Flash your high beams at the other driver.,0,1
CDL-GK-0128,Slow down and look straight ahead in your lane.,0,2
CDL-GK-0129,have at least 4/32-inch tread depth.,0,0
CDL-GK-0129,have at least 6/32-inch tread depth.,0,1
CDL-GK-0129,provide enough traction to steer and push the vehicle through snow.,1,2
CDL-GK-0130,find another route that is better lit.,0,0
CDL-GK-0130,turn your interior lights on.,0,1
CDL-GK-0130,use your high beams when legal and keep your interior lights off.,1,2
CDL-GK-0131,take the medication as well as other medications to keep you alert.,0,0
CDL-GK-0131,ask the doctor if the medication will affect your ability to drive.,1,1
CDL-GK-0131,take the medication but stop taking it if you notice it is affecting your driving.,0,2
CDL-GK-0132,Using hand signals,0,0
CDL-GK-0132,Driving brightly colored vehicles,0,1
CDL-GK-0132,Letting other drivers know you're there,1,2
CDL-GK-0133,With your right hand on the wheel,0,0
CDL-GK-0133,"Firmly, with one hand at the top of the wheel and the other hand at the bottom of the wheel",0,1
CDL-GK-0133,"Firmly, with both hands-on opposite sides of the wheel",1,2
CDL-GK-0134,not worry about any of it.,0,0
CDL-GK-0134,look in the mirror to see if you look good.,0,1
CDL-GK-0134,clean and adjust as necessary.,1,2
CDL-GK-0135,see you.,0,0
CDL-GK-0135,may move into your traffic lane.,1,1
CDL-GK-0135,will move out of your lane of traffic.,0,2
CDL-GK-0136,Take some caffeine pills.,0,0
CDL-GK-0136,Drink some coffee.,0,1
CDL-GK-0136,Get some sleep.,1,2
CDL-GK-0137,five minutes.,0,0
CDL-GK-0137,fifteen minutes.,0,1
CDL-GK-0137,ten minutes.,1,2
CDL-GK-0138,Federal regulations apply only to trucks and buses driven at least 50 miles on a trip.,0,0
CDL-GK-0138,Laws and restrictions can vary from place to place.,1,1
CDL-GK-0138,County and city laws do not apply to trucks and buses engaged in interstate commerce.,0,2
CDL-GK-0139,coast down hills that are not very steep inclines.,0,0
CDL-GK-0139,apply constant hard pressure on the brakes.,0,1
CDL-GK-0139,select a gear that will keep your vehicle at a safe speed on steep downgrades.,1,2
CDL-GK-0140,use a lower gear than you would use to climb the hill.,1,0
CDL-GK-0140,use the same gear you would use to climb the hill.,0,1
CDL-GK-0140,shift into neutral and coast.,0,2
CDL-GK-0141,The cargo should be rearranged so that the heaviest parts of the cargo are under the lightest parts.,1,0
CDL-GK-0141,The vehicle is less likely to tip over.,0,1
CDL-GK-0141,The vehicle is less dangerous on curves.,0,2
CDL-GK-0142,shape.,0,0
CDL-GK-0142,color.,0,1
CDL-GK-0142,label.,1,2
CDL-GK-0143,warning devices.,0,0
CDL-GK-0143,a charged fire extinguisher.,0,1
CDL-GK-0143,tire changing equipment.,1,2
CDL-GK-0144,use stab or controlled braking.,0,0
CDL-GK-0144,counter steer and accelerate.,0,1
CDL-GK-0144,restore traction to the tires.,1,2
CDL-GK-0145,Reduced braking power,1,0
CDL-GK-0145,Excessive brake wear,0,1
CDL-GK-0145,Hydroplaning,0,2
CDL-GK-0146,consent to be tested for alcohol in your blood.,1,0
CDL-GK-0146,understand that you may now drink alcohol before driving.,0,1
CDL-GK-0146,consent to have your vehicle inspected for alcohol.,0,2
CDL-GK-0147,6,0,0
CDL-GK-0147,2,0,1
CDL-GK-0147,4,1,2
CDL-GK-0148,Turn on your flashers if it is legal to do so.,0,0
CDL-GK-0148,Stay to the right.,0,1
CDL-GK-0148,Signal other drivers when it is safe for them to pass you.,1,2
CDL-GK-0149,"One within 10 feet of the rear of the vehicle, one about 100 feet to the rear, and one about 200 feet to the rear",1,0
CDL-GK-0149,"One within 10 feet of the rear of the vehicle, one about 100 feet to the rear, and one about 100 feet from the front of the vehicle",0,1
CDL-GK-0149,"One about 50 feet from the rear of the vehicle, one about 100 feet to the rear, and one about 100 feet from the front of the vehicle",0,2
CDL-GK-0150,The light ahead just turned green,0,0
CDL-GK-0150,The light ahead has been green for quite a while,1,1
CDL-GK-0150,The light ahead has just turned red,0,2
CDL-GK-0151,Hard steering and possible breakdown,1,0
CDL-GK-0151,Better handling,0,1
CDL-GK-0151,A need to disconnect the steering axle brakes,0,2
CDL-GK-0152,Downshift while in the curve,0,0
CDL-GK-0152,Downshift as you come out of the curve,0,1
CDL-GK-0152,Downshift before entering the curve and accelerate slightly as you go through it,1,2
CDL-GK-0152,"Downshift at any time, it doesn't make a difference",0,3
CDL-GK-0153,Yes,1,0
CDL-GK-0153,No,0,1
CDL-GK-0154,The maximum safe weight a tire can carry at a specified pressure,1,0
CDL-GK-0154,Specified pressure an air tire can carry,0,1
CDL-GK-0154,Both above,0,2
CDL-GK-0154,No answers are correct,0,3
CDL-GK-0155,Approximately 400 feet,0,0
CDL-GK-0155,Approximately 420 feet,0,1
CDL-GK-0155,Approximately 450 feet,1,2
CDL-GK-0156,Apply more braking pressure to the brake pedal,0,0
CDL-GK-0156,"Apply more pressure to the brake pedal and steer, counter steer",0,1
CDL-GK-0156,Release brakes and counter steer,1,2
CDL-GK-0157,Mirrors,0,0
CDL-GK-0157,Cargo and cargo covers,0,1
CDL-GK-0157,Tires,0,2
CDL-GK-0157,Text messages,1,3
CDL-GK-0158,Releasing the clutch and pressing the accelerator at the same time,0,0
CDL-GK-0158,Releasing the clutch,0,1
CDL-GK-0158,Pushing in the clutch and shifting into a higher gear at the same time,0,2
CDL-GK-0158,Accelerating while pressing the clutch and turning toward the driver's side,1,3
CDL-GK-0159,someone could start and move the truck.,1,0
CDL-GK-0159,someone could steal the truck.,0,1
CDL-GK-0159,it could damage the starting mechanism.,0,2
CDL-GK-0159,any of the above could occur.,0,3
CDL-GK-0160,Wait until the vehicle ahead of you passes a shadow or landmark. Then count the seconds until you reach it.,1,0
CDL-GK-0160,Send a text message to a friend to text you back in ten seconds. See how far you have traveled in that time.,0,1
CDL-GK-0160,Use the stopwatch on your cell phone to determine how long it takes you to reach a mile marker after the vehicle in front of you has passed it.,0,2
CDL-GK-0160,"Get 1/4 closer to the vehicle in front of you, then back off again. Multiply how long this took you by four to give the following distance.",0,3
CDL-GK-0161,vehicles constantly traveling above the speed limit.,0,0
CDL-GK-0161,drivers having conversations with passengers.,1,1
CDL-GK-0161,vehicles exiting the roadway.,0,2
CDL-GK-0161,drivers listening to overly loud music.,0,3
CDL-GK-0162,"""Go.""",0,0
CDL-GK-0162,"""Stop.""",1,1
CDL-GK-0162,"""Faster.""",0,2
CDL-GK-0162,"""Turn up the music.""",0,3
CDL-GK-0163,take a cold shower.,0,0
CDL-GK-0163,wait for it to wear off.,1,1
CDL-GK-0163,drink coffee.,0,2
CDL-GK-0164,"at the front, back, and/or sides of a piece of cargo.",1,0
CDL-GK-0164,only at the front of a piece of cargo.,0,1
CDL-GK-0164,at the cargo deck.,0,2
CDL-GK-0165,turn the steering wheel as far to the left as you can.,0,0
CDL-GK-0165,leave it in gear (if it has a manual transmission).,0,1
CDL-GK-0165,apply the parking brake.,1,2
CDL-GK-0166,flash your brake lights.,0,0
CDL-GK-0166,increase your following distance.,1,1
CDL-GK-0166,signal the tailgater when it is safe to pass you.,0,2
