external_id,license_code,state_code,category_code,text,explanation,image_name,difficulty,lang
CDL-DT-0018,cdl,,doubles_triples,Some large trucks have convex or spot mirrors.,The convex mirrors are located below the outside flat mirrors. They are used to monitor the left and right sides at a wide angle. They provide a view of traffic and clearances. These mirrors present a view of people and objects that does not accurately reflect their size and distance.,,1,en
CDL-DT-0019,cdl,,doubles_triples,Which of these statements about managing space to the sides is true?,Commercial vehicles are often wide and take up most of a lane. Safe drivers will manage what little space they have. You can do this by keeping your vehicle centered in your lane and avoid driving alongside others.,,1,en
CDL-DT-0020,cdl,,doubles_triples,Which of these statements about handling of doubles and triples is true?,"To prevent trailers from rolling over, you must steer gently and go slowly around corners, on ramps, off ramps, and curves. A safe speed on a curve for a straight truck or a single trailer combination vehicle may be too fast for a set of doubles or triples.",,1,en
CDL-DT-0021,cdl,,doubles_triples,When should you check your mirrors while making a lane change?,"Check your mirrors: Before you change lanes to make sure there is enough room. After you have signaled, to check that no one has moved into your blind spot. Right after you start the lane change, to doublecheck that your path is clear. After you complete the lane change.",,1,en
CDL-DT-0022,cdl,,doubles_triples,Before you can supply air to the air tanks of a second trailer you need to:,"Shut-off valves at rear of trailers, in service and emergency lines. Rear of front trailers: open. Rear of last trailer: closed.",,1,en
CDL-DT-0023,cdl,,doubles_triples,"If you must drive through deep puddles or flowing water, which of these should you not do?","Slow down and place transmission in a low gear. Gently put on the brakes. This presses linings against brake drums or discs and keeps mud, silt, sand, and water from getting in.",,1,en
CDL-DT-0024,cdl,,doubles_triples,"During an inspection of a double or triple combination, check the usual things for any combination vehicle and check","To inspect a double or triple, first inspect it just as you would inspect any combination vehicle. Then check that the shut-off valves are open on all trailers but the last trailer. Check each converter dolly to be sure that the pintle hook is properly latched.",,1,en
CDL-DT-0025,cdl,,doubles_triples,"When you pull two or three trailers, you should look farther ahead because","Doubles and triples must be driven very smoothly to avoid rollover or jackknife. Therefore, look far ahead so you can slow down or change lanes gradually when necessary.",,1,en
CDL-DT-0026,cdl,,doubles_triples,"If you want to couple a second trailer to your combination vehicle, secure it by using?",Make sure trailer brakes are locked and/or wheels chocked.,,1,en
CDL-DT-0027,cdl,,doubles_triples,Which of these statements about quick steering movements and doubles / triples is true?,Rearward amplification causes the crack-the-whip effect. Triples have a rearward amplification of 3.5 meaning you can roll the last trailer of triples 3.5 times as easily as a five-axle tractor. A Double has a reward amplification of 2 being twice as likely to roll over as a five-axel trailer.,,1,en
CDL-DT-0028,cdl,,doubles_triples,The best way to keep brakes from overheating while going down a steep grade is to:,"The use of brakes on a long and/or steep downgrade is only a supplement to the braking effect of the engine. The following are the proper braking techniques: Apply the brakes just hard enough to feel a definite slowdown. When your speed has been reduced to approximately five mph below your ""safe"" speed, release the brakes. When your speed has increased to your ""safe"" speed, repeat.",,1,en
CDL-DT-0029,cdl,,doubles_triples,Converter dollies:,Converter dollies often do not have spring brakes.,,1,en
CDL-DT-0030,cdl,,doubles_triples,"You are driving a set of doubles, and a set of trailer wheels goes into a skid. Which of these is most likely to occur?","Doubles and triples must be driven very smoothly to avoid rollover or jackknife. Therefore, look far ahead so you can slow down or change lanes gradually when necessary.",,1,en
CDL-DT-0031,cdl,,doubles_triples,Antilock brakes (ABS) have been required on all converter dollies built since,"Truck tractors with air brakes built on or after March 1, 1997 require ABS, and other air brake vehicles such as trucks, buses, trailers, and converter dollies built on or after March 1, 1998 require ABS.",,1,en
CDL-DT-0032,cdl,,doubles_triples,Why must you inspect your double or triple combination vehicle more extensively than a vehicle with only one such semitrailer?,"There are more things to inspect on a double or triple combination vehicle than on a single vehicle. Many of these items are simply more of what you would find on a single vehicle. For example, tires, wheels, lights, reflectors, etc. However, there are also some new things to check.",,1,en
CDL-DT-0033,cdl,,doubles_triples,Which of these statements about seeing ahead is true?,"Most good drivers look at least 12 to 15 seconds ahead. That means looking ahead the distance you will travel in 12 to 15 seconds. At lower speeds, that's about one block. At highway speeds it's about a quarter of a mile.",,1,en
CDL-DT-0034,cdl,,doubles_triples,The crack the whip effects trucks with trailers. Which of the following is most likely to tip over?,"Due to rearward amplification a double is twice as likely, and a triple is 3.5 times more likely to roll over than a five-axel trailer.",,1,en
CDL-DT-0035,cdl,,doubles_triples,A converter dolly consists of a ______ wheel and ________ axles.,A converter gear on a dolly is a coupling device of one or two axles and a fifth wheel by which a semitrailer can be coupled to the rear of a tractor trailer combination forming a double bottom rig.,,1,en
CDL-DT-0036,cdl,,doubles_triples,The first step in uncoupling a converter dolly is,Lower dolly landing gear.,,1,en
CDL-DT-0037,cdl,,doubles_triples,How can you be sure you supplied air to a second trailer?,"Use the tractor parking brake and/or chock the wheels to hold the vehicle. Wait for air pressure to reach normal, then push in the red ""trailer air supply"" knob. This will supply air to the emergency (supply) lines. Open the emergency line shut-off valve at the rear of the last trailer. You should hear air escaping, showing the entire system is charged.",,1,en
CDL-DT-0038,cdl,,doubles_triples,"If a converter dolly is still under the second trailer and you unlock the pintle hook, what will probably happen?","Never unlock the pintle hook with the dolly still under the rear trailer. The dolly tow bar may fly up, possibly causing injury, and making it very difficult to re-couple.",,1,en
CDL-DT-0039,cdl,,doubles_triples,You are visually checking the coupling of a converter dolly to the rear trailer. How much space should be between the upper and lower fifth wheel?,Check that the trailer is lying flat on the fifth wheel skid plate with no gap.,,1,en
CDL-DT-0040,cdl,,doubles_triples,"When you uncouple twin trailers, the last step is to",Slowly pull clear of dolly.,,1,en
CDL-DT-0041,cdl,,doubles_triples,Converter dollies,All converter dollies built since 1998 are required to have antilock brakes.,,1,en
CDL-DT-0042,cdl,,doubles_triples,You want to hook your combination to a second trailer that has no spring brakes. To do this without wheel chocks you should:,"If the second trailer doesn't have spring brakes, drive the tractor close to the trailer, connect the emergency line, charge the trailer air tank, and disconnect the emergency line. This will set the trailer emergency brakes if the slack adjusters are correctly adjusted.",,1,en
CDL-DT-0043,cdl,,doubles_triples,Empty trucks:,Empty trucks require greater stopping distances because an empty vehicle has less traction.,,1,en
CDL-DT-0044,cdl,,doubles_triples,"When parking your double or triple combination, you should look for a parking space",Make sure you do not get in a spot you cannot pull straight through. You need to be aware of how parking lots are arranged to avoid a long and difficult escape.,,1,en
CDL-DT-0045,cdl,,doubles_triples,"With the hand valve on, you should test the trailer brakes by opening the service line valve at the rear of the rig. When you do this, you should hear:","Open the service line valve, listen for air to escape, and then close the valve.",,1,en
CDL-DT-0046,cdl,,doubles_triples,Which of these in not a good thing to do when driving on slippery roads?,"When your drive wheels have poor traction, the retarder may cause them to skid. Therefore, you should turn the retarder off whenever the road is wet, icy, or snow covered.",,1,en
CDL-DT-0047,cdl,,doubles_triples,Double and triple combination vehicles are ________ stable than other types of commercial vehicles.,"Take special care when pulling two and three trailers. There are more things that can go wrong, and doubles/triples are less stable than other commercial vehicles.",,1,en
CDL-GK-0001,cdl,,general_knowledge,"Whenever you stop for a break during your trip, you should","For an e-route inspection: check the tires, wheels, and truck body for signs of heat whenever you stop during a trip.",,1,en
CDL-GK-0002,cdl,,general_knowledge,High beams should be:,Use high beams when it is safe and legal to do so. Use them when you are not within 500 feet of an approaching vehicle.,,1,en
CDL-GK-0003,cdl,,general_knowledge,The safety release valve is located on the Air tanks and is used by?,A safety relief valve is installed in the first tank the air compressor pumps air to. The safety valve protects the tank and the rest of the system from too much pressure. The valve is usually set to open automatically at 150 psi.,,1,en
CDL-GK-0004,cdl,,general_knowledge,Which of these is a proper use of vehicle lights and flashers?,"Warn following drivers by flashing your brake lights, don't stop suddenly. If you see a hazard that will require slowing down, warn the drivers behind by flashing your brake lights. At dawn, dusk, in rain, or snow, you need to make yourself easier to see so turn on your lights.",,1,en
CDL-GK-0005,cdl,,general_knowledge,Which of the following is a key steering component?,"The gear box is part of the steering system, and other choices are parts of the suspension system.",,1,en
CDL-GK-0006,cdl,,general_knowledge,How can you start moving without rolling backward?,"Don't roll back when you start. You may hit someone behind you. If you have a manual transmission vehicle, partly engage the clutch before you take your right foot off the brake. Put on the parking brake whenever necessary to keep from rolling back. Release the parking brake only when you have applied enough engine power to keep from rolling back.",,1,en
CDL-GK-0007,cdl,,general_knowledge,Which is NOT one of the four basic skills that operating a commercial motor vehicle requires?,"To drive a vehicle safely, you must be able to control its speed and direction. Safe operation of a commercial vehicle requires skill in: accelerating, steering, stopping, and backing safely.",,1,en
CDL-GK-0008,cdl,,general_knowledge,What is the average reaction distance?,¾ second to 1 second. At 55 mph this accounts for 61 feet traveled.,,1,en
CDL-GK-0009,cdl,,general_knowledge,The most common cause of serious vehicle skids is:,A skid happens whenever the tires lose their grip on the road. Most serious skids result from driving too fast for road conditions. Drivers who adjust their driving to conditions don't overaccelerate and don't have to over-brake or oversteer from too much speed.,,1,en
CDL-GK-0010,cdl,,general_knowledge,The distance that you should look ahead of your vehicle while driving amounts to about _____ at highway speed.,"Most good drivers look at least 12 to 15 seconds ahead. That means looking ahead the distance you will travel in 12 to 15 seconds. At lower speeds, that's about one block. At highway speeds it's about a quarter of a mile.",,1,en
CDL-GK-0011,cdl,,general_knowledge,"You must park on the side of a level, straight, two lane road. Where should you place the three reflective triangles?","If you stop on a two-lane road carrying traffic in both directions or on an undivided highway, place warning devices within 10 feet of the front or rear corners to mark the location of the vehicle and 100 feet behind and ahead of the vehicle, on the shoulder or in the lane you stopped in.",,1,en
CDL-GK-0012,cdl,,general_knowledge,"If you are convicted for driving under the influence while driving a commercial vehicle, and this is your first offense, you will most likely get:",You will lose your CDL for at least one year for a first offense for: Driving a CMV if your blood alcohol concentration is .04% or higher or driving a CMV under the influence of alcohol.,,1,en
CDL-GK-0013,cdl,,general_knowledge,Front end header boards:,"Front-end header boards (""headache racks"") protect you from your cargo in case of a crash or emergency stop. The front-end structure should block the forward movement of any cargo you carry.",,1,en
CDL-GK-0014,cdl,,general_knowledge,The formula for stopping distance with air brakes is?,Perception Distance + Reaction Distance + Brake Lag Distance + Braking Distance = Total Stopping Distance.,,1,en
CDL-GK-0015,cdl,,general_knowledge,Which of these statements about driving in areas with strong winds is true?,Strong winds make it difficult to stay in your lane. The problem is usually worse for lighter vehicles. This problem can be especially bad coming out of tunnels.,,1,en
CDL-GK-0016,cdl,,general_knowledge,Which of these statements about crossing or entering traffic with a heavy vehicle is true?,"Because of slow acceleration and the space large vehicles require, you may need a much larger gap to enter traffic than you would in a car. Acceleration varies with the load, allow more room if your vehicle is heavily loaded. Before you start across a road, make sure you can get all the way across before traffic reaches you.",,1,en
CDL-GK-0017,cdl,,general_knowledge,If a vehicle continues to drive in your blind spot you should?,"Backing off just means you slow down, if the vehicle was in a blind spot this change in speed should force it out of the blind spot.",,1,en
CDL-GK-0018,cdl,,general_knowledge,You are driving a 40-foot vehicle at 45 mph. Driving conditions are ideal. What is the least amount of space that you should keep in front of your vehicle to be safe?,"One good rule says you need at least one second for each 10 feet of vehicle length at speeds below 40 mph. At greater speeds, you must add 1 second for safety.",,1,en
CDL-GK-0019,cdl,,general_knowledge,Axle weight means the following?,Axle Weight is the weight transmitted to the ground by one axle or one set of axles,,1,en
CDL-GK-0020,cdl,,general_knowledge,The new BAC or blood alcohol concentration for commercial drivers to be considered intoxicated when driving a commercial vehicle is:,"It is illegal to operate a CMV if your blood alcohol concentration (BAC) is .04% or more. If you operate a CMV, you shall be deemed to have given your consent to alcohol testing.",,1,en
CDL-GK-0021,cdl,,general_knowledge,Which of these statements about brakes is true?,"Applying the brakes causes friction to slow the vehicle, the faster it is moving, or the heavier it is the more heat that must be absorbed to stop the vehicle.",,1,en
CDL-GK-0022,cdl,,general_knowledge,Your vehicle is in a traffic emergency and may collide with another vehicle if you do not act. Which of these is a good rule to remember at such a time?,"When you don't have enough room to stop, you may have to steer away from what's ahead. Remember, you can almost always turn to miss an obstacle more quickly than you can stop.",,1,en
CDL-GK-0023,cdl,,general_knowledge,A moving vehicle ahead of you has a red triangle with an orange center on the rear. What does this mean?,"Some vehicles, by their nature, are slow and some of these will have the ""slow moving vehicle"" symbol to warn you. This is a red triangle with an orange center.",,1,en
CDL-GK-0024,cdl,,general_knowledge,The parking brake should be tested while the vehicle is:,"To test the parking brakes: Fasten safety belt, set parking brake, release trailer parking brake, Place vehicle into a low gear, gently pull forward against parking brake to make sure the parking brake holds. If it doesn't hold vehicle, it is faulty; get it fixed.",,1,en
CDL-GK-0025,cdl,,general_knowledge,"A driver's grid log, if required:","Enforcement of the HOS (Hours of Service) rules is generally handled by DOT officers of their respective states, although any ordinary police officer may inspect a driver's log book.",,1,en
CDL-GK-0026,cdl,,general_knowledge,Under-loaded front axles can cause the following:,Under-loaded front axles can make the steering axle weight too light to steer safely.,,1,en
CDL-GK-0027,cdl,,general_knowledge,What should you do when your vehicle hydroplanes?,"You can regain control by releasing the accelerator and pushing in the clutch. This will slow your vehicle and let the wheels turn freely. If the vehicle is hydroplaning, do not use the brakes to slow down.",,1,en
CDL-GK-0028,cdl,,general_knowledge,"You are traveling down a long, steep hill. Your brakes get so hot that they fail. What should you do?","Know escape ramp locations on your route. Signs show drivers where ramp are located. Escape ramps save lives, equipment and cargo.",,1,en
CDL-GK-0029,cdl,,general_knowledge,Which of these statements about certain types of cargo is true?,"Hanging meat can be a very unstable load with a high center of gravity, particular caution is needed on sharp curves such as off ramps and on ramps. Livestock can move around in a trailer, causing unsafe handling, and special care is necessary because livestock can lean on curves.",,1,en
CDL-GK-0030,cdl,,general_knowledge,You do not have a hazardous materials endorsement on your commercial driver's license. When can you drive a vehicle hauling hazardous materials?,"You can drive a vehicle that carries hazardous materials if it does not require placards. If it requires placards, you cannot drive it unless your driver license has the hazardous materials endorsement.",,1,en
CDL-GK-0031,cdl,,general_knowledge,You should stop driving:,"If you look sleepy, or you just feel sleepy, stop driving! You are in a very dangerous condition. The only safe cure is to sleep.",,1,en
CDL-GK-0032,cdl,,general_knowledge,The amount of liquid to load into a tank depends on:,"A full tank of dense liquid (such as some acids) may exceed legal weight limits. The amount of liquid to load into a tank depends on: the amount the liquid will expand in transit, the weight of the liquid, legal weight limits.",,1,en
CDL-GK-0033,cdl,,general_knowledge,The basic two reasons to cover your cargo are 1. to protect the cargo from the weather and 2.,"There are two basic reasons for covering cargo: to protect people from spilled cargo, and to protect the cargo from weather. Spill protection is a safety requirement in many states. Be familiar with the laws in the states you drive in.",,1,en
CDL-GK-0034,cdl,,general_knowledge,"There are three types of vehicle inspections, which one is one of them?","Pre-trip is an inspection before you leave, en-route occurs during your daily travel, and post-trip happens at the end of your day.",,1,en
CDL-GK-0035,cdl,,general_knowledge,Inspect your cargo after you have driven,Inspect the cargo and its securing devices within the first 50 miles after beginning a trip. Make any adjustments needed.,,1,en
CDL-GK-0036,cdl,,general_knowledge,"According to the driver's manual, why should you limit the use of your horn?","Your horn can let others know you're there. It can help to avoid a crash. Use your horn when needed. However, it can startle others and could be dangerous when used unnecessarily.",,1,en
CDL-GK-0037,cdl,,general_knowledge,Which of these can cause a fire?,"Under-inflated tires, loose fuel connections, and electrical short-circuits can all lead to fires.",,1,en
CDL-GK-0038,cdl,,general_knowledge,You are checking your brakes and suspension system for a pre-trip inspection. Which of these statements is true?,"Brake pads should not be dangerously thin or have fluid on them, and a missing leaf in the leaf spring suspension is very dangerous.",,1,en
CDL-GK-0039,cdl,,general_knowledge,You are driving on a two-lane road. An oncoming driver drifts into your lane and is headed straight for you. Which of these is generally the best action?,"If an oncoming driver has drifted into your lane, a move to your right is best. If that driver realizes what has happened, the natural response will be to return to his or her own lane.",,1,en
CDL-GK-0040,cdl,,general_knowledge,"For an average commercial vehicle, being driven at 55 mph on dry pavement it will take about _____ to bring the vehicle to a stop.",,,1,en
CDL-GK-0041,cdl,,general_knowledge,What happens when tar heats up?,"Tar in the road pavement frequently rises to the surface in very hot weather. Spots where tar ""bleeds"" to the surface are very slippery.",,1,en
CDL-GK-0042,cdl,,general_knowledge,"In snow and ice, you should reduce your speed by?","On packed snow, reduce speed by a half, or more. If the surface is icy, reduce speed to a crawl and stop driving as soon as you can safely do so.",,1,en
CDL-GK-0043,cdl,,general_knowledge,How many tie-downs are required for a 20-foot load?,Cargo should have at least one tie-down for each ten feet of cargo. Make sure you have enough tiedowns to meet this need. For a 20-foot load you would need at least 2 tie downs.,,1,en
CDL-GK-0044,cdl,,general_knowledge,It has just reached freezing. Which of the following areas may be slippery?,"Here are some signs of slippery roads: shaded areas, bridges, melting Ice, black Ice makes the road look wet, and just after rain begins.",,1,en
CDL-GK-0045,cdl,,general_knowledge,Which of the following statements about an escape ramp is FALSE?,"Your best hope is an escape ramp. If there is one, there will be signs telling you about it. Use it. Ramps are usually located a few miles from the top of the downgrade. Escape ramps save lives, equipment and cargo.",,1,en
CDL-GK-0046,cdl,,general_knowledge,You should inspect wheel bearing seals for,Check wheel bearing seals to make sure they are not leaking.,,1,en
CDL-GK-0047,cdl,,general_knowledge,"Before transporting a sealed load, you must check","You cannot inspect sealed loads, but you should check that you don't exceed gross weight and axle weight limits.",,1,en
CDL-GK-0048,cdl,,general_knowledge,"While driving at night, which lights should you use as often as you can?",Some drivers make the mistake of always using low beams. This seriously cuts down on their ability to see ahead. Use high beams when it is safe and legal to do so. Use them when you are not within 500 feet of an approaching vehicle.,,1,en
CDL-GK-0049,cdl,,general_knowledge,"If the engine is not overheated, is it completely safe to remove the radiator cap?",Never remove the radiator cap or any part of the pressurized system until the system has cooled. Steam and boiling water can spray under pressure and cause severe burns.,,1,en
CDL-GK-0050,cdl,,general_knowledge,Your emergency kit does NOT need to include,"Vehicles must be equipped with emergency equipment. Look for: fire extinguisher(s), spare electrical fuses (unless equipped with circuit breakers), and warning devices for parked vehicles.",,1,en
CDL-GK-0051,cdl,,general_knowledge,What is counter steering?,"Be prepared to ""counter-steer,"" that is, to turn the wheel back in the other direction, once you've passed whatever was in your path. You should think of emergency steering and counter-steering as two parts of one driving action.",,1,en
CDL-GK-0052,cdl,,general_knowledge,"You are driving on a straight, level highway at 50 mph.  There are no vehicles in front of you. Suddenly a tire blows out on your vehicle. What should you do first?","It's natural to want to brake in an emergency, however, braking when a tire has failed could cause loss of control. Once the vehicle has slowed down brake very gently, pull off the road, and stop.",,1,en
CDL-GK-0053,cdl,,general_knowledge,What is the I.P.D.E. method of driving?,"Identify, Predict, Decide, and Execute (IPDE) is the step-by-step process behind the principles of defensive driving and complexities of visual perception in traffic.",,1,en
CDL-GK-0054,cdl,,general_knowledge,Which of these statements about using mirrors is true?,Convex mirrors present a view of people and objects that does not accurately reflect their size and distance from the vehicle.,,1,en
CDL-GK-0055,cdl,,general_knowledge,"No matter how small the cargo is, it should have at least:","No matter how small the cargo, it should have at least two tie-downs.",,1,en
CDL-GK-0056,cdl,,general_knowledge,"You have left the road in an emergency condition, it is impossible for you to come to a stop prior to returning to the road, which of the following is the best action to take?","If possible, avoid using the brakes until your speed has dropped to about 20 mph, and gently return to the road.",,1,en
CDL-GK-0057,cdl,,general_knowledge,Tie downs must be of the proper type and strength. The combined strength of cargo tie downs must be strong enough to lift.,Tie-downs must be of the proper type and proper strength. Federal regulations require the aggregate working load limit of any securement system used to secure an article or group of articles against movement must be at least one and one-half times the weight of the article or group of articles.,,1,en
CDL-GK-0058,cdl,,general_knowledge,Your brakes can get wet when you drive through a heavy rain. What can this cause when the brakes are applied?,"When driving in heavy rain or deep standing water, your brakes will get wet. Water in the brakes can cause the brakes to be weak, to apply unevenly, or to grab. This can cause lack of braking power, wheel lockups, pulling to one side or the other, and jackknife if you pull a trailer.",,1,en
CDL-GK-0059,cdl,,general_knowledge,How far should a driver look ahead of the vehicle while driving?,Most good drivers look at least 12 to 15 seconds ahead. That means looking ahead the distance you will travel in 12 to 15 seconds.,,1,en
CDL-GK-0060,cdl,,general_knowledge,Which of these statements about speed management is true?,"It will take longer to stop, and it will be harder to turn without skidding, when the road is slippery. Reduce speed by about one-third on a wet road. On packed snow, reduce speed by a half, or more. If the surface is icy, reduce speed to a crawl and stop driving as soon as you can safely do so.",,1,en
CDL-GK-0061,cdl,,general_knowledge,You are driving a new truck with a manual transmission.  What gear will you probably have to use to take a long downhill grade?,Drivers of modern trucks may have to use lower gears going down a hill than would be required to go up the hill.,,1,en
CDL-GK-0062,cdl,,general_knowledge,How do you correct a rear wheel acceleration skid?,"Skids caused by acceleration usually happen on ice or snow. Taking your foot off the accelerator can easily stop them. If it is very slippery, push the clutch in. Otherwise, the engine can keep the wheels from rolling freely and regaining traction.",,1,en
CDL-GK-0063,cdl,,general_knowledge,Which of these is a good rule to follow when using a fire extinguisher?,Here are some rules to follow in putting out a fire: When using the extinguisher stay as far away from the fire as possible and aim at the source or base of the fire not up in the flames.,,1,en
CDL-GK-0064,cdl,,general_knowledge,Too much weight on the steering axle can cause the following:,Poor weight balance can make vehicle handling unsafe. Too much weight on the steering axle can cause hard steering. It can damage the steering axle and tires.,,1,en
CDL-GK-0065,cdl,,general_knowledge,Covering the brake means?,Covering the brake involves taking your right foot off the accelerator and holding it over the brake pedal. Your foot should hover over the pedal and not rest on it in any way.,,1,en
CDL-GK-0066,cdl,,general_knowledge,Which of these statements about drugs is true?,"Use of drugs can lead to traffic accidents resulting in death, injury, and property damage. Furthermore, it can lead to arrest, fines, and jail sentences. It can also mean the end of a person's driving career.",,1,en
CDL-GK-0067,cdl,,general_knowledge,"To prevent shifting, there should be at least one tie down for every _____ feet of cargo.",Cargo should have at least one tie-down for each ten feet of cargo. Make sure you have enough tiedowns to meet this need.,,1,en
CDL-GK-0068,cdl,,general_knowledge,Where or when should you test the stopping action of your service brakes?,"Wait for normal air pressure, release the parking brake, move the vehicle forward slowly about five mph, and apply the brakes firmly using the brake pedal. Note any vehicle ""pulling"" to one side, unusual feel, or delayed stopping action.",,1,en
CDL-GK-0069,cdl,,general_knowledge,You are driving a heavy vehicle and must exit a highway using an off-ramp that curves downhill. You should:,"When exiting the expressway: Make necessary traffic checks, use proper signals, decelerate smoothly in the exit lane.",,1,en
CDL-GK-0070,cdl,,general_knowledge,When should you wear seat belts?,Use Your Seatbelt! The driver's seat should have a seat belt. Always use it for safety.,,1,en
CDL-GK-0071,cdl,,general_knowledge,On which fires can you use the ABC fire extinguisher?,"Class A is for trash, wood and paper, Class B is for liquids and gases, and Class C is for energized electrical sources, so all answers are correct.",,1,en
CDL-GK-0072,cdl,,general_knowledge,Some traffic emergencies may require you to leave the road. Which of these is a good thing to remember?,"In some emergencies, you may have to drive off the road. It may be less risky than facing a collision with another vehicle. Most shoulders are strong enough to support the weight of a large vehicle and, therefore, offer an available escape route.",,1,en
CDL-GK-0073,cdl,,general_knowledge,Dry bulk tanks require special care because:,"Dry bulk tanks require special care because they have a high center of gravity, and the load can shift. Be extremely cautious (slow and careful) going around curves and making sharp turns.",,1,en
CDL-GK-0074,cdl,,general_knowledge,What would you use to put out a gasoline fire?,"Gasoline fires may be extinguished by smothering with wet rags, woolen cloth, sand, earth or ashes.",,1,en
CDL-GK-0075,cdl,,general_knowledge,Some liquid tanks are divided into several smaller tanks by:,"Some liquid tanks are divided into several smaller tanks by bulkheads. When loading and unloading the smaller tanks, the driver must pay attention to weight distribution.",,1,en
CDL-GK-0076,cdl,,general_knowledge,When driving a commercial vehicle with a height over 13 feet you should:,Hitting overhead objects is a danger. Make sure you always have overhead clearance.,,1,en
CDL-GK-0077,cdl,,general_knowledge,You must inspect your cargo:,"As part of your Vehicle inspection, make sure the truck is not overloaded and the cargo is balanced and secured properly. You need to inspect again: after you have driven for 3 hours or 150 miles, and after every break you take during driving.",,1,en
CDL-GK-0078,cdl,,general_knowledge,Cargo covers:,"There are two basic reasons for covering cargo: to protect people from spilled cargo, and to protect the cargo from weather. Spill protection is a safety requirement in many states. Be familiar with the laws in the states you drive in.",,1,en
CDL-GK-0079,cdl,,general_knowledge,Which of these is a good rule to follow when driving at night?,"You should always be able to stop within the distance you can see ahead. At night, you can't see as far with low beams as you can with high beams. When you must use low beams, slow down.",,1,en
CDL-GK-0080,cdl,,general_knowledge,Stab braking:,"With the stab braking method, you apply your brakes all the way and release brakes when wheels lock up.",,1,en
CDL-GK-0081,cdl,,general_knowledge,"Your vehicle has hydraulic brakes. While traveling on a level road, you press the brake pedal and find that it goes to the floor. Which of these statements is true?",Sometimes pumping the brake pedal will generate enough hydraulic pressure to stop the vehicle.,,1,en
CDL-GK-0082,cdl,,general_knowledge,You are driving a heavy vehicle with a manual transmission. You must stop the vehicle on the shoulder while driving on an upgrade. Which of these is a good rule to follow when putting it back in motion?,Keeping the parking brake set until you can feel the pull of the vehicle against the brakes will help you get moving on an uphill grade without rolling backwards.,,1,en
CDL-GK-0083,cdl,,general_knowledge,"If you are being tailgated, you should:","If you find yourself being tailgated, here are some things you can do to reduce the chances of a crash: avoid quick changes, increase your following distance opening up room in front of you will make it easier for the tailgater to get around you, don't speed up.",,1,en
CDL-GK-0084,cdl,,general_knowledge,You are checking your wheels and rims for a pre-trip inspection. Which of these statements is true?,"When checking the wheels and rims check for: damaged rims. rust around wheel nuts may mean the nuts are loose--check tightness, missing clamps, spacers, studs, or lugs, mismatched, bent, or cracked lock rings, and wheels or rims that have had welding repairs are not safe.",,1,en
CDL-GK-0085,cdl,,general_knowledge,"If you are confronted by an aggressive driver, what should you do?","First and foremost, make every attempt to get out of their way. Do not challenge them by speeding up, avoid eye contact, ignore gestures and refuse to react to them, and report aggressive drivers to the appropriate authorities.",,1,en
CDL-GK-0086,cdl,,general_knowledge,"You don't want to be a distracted driver, so you","Activities inside of the vehicle that can distract your attention include: talking to passengers; adjusting the radio, CD player or climate controls; eating, drinking or smoking; reading maps or other literature; picking up something that fell; reading or sending text messages. To name a few.",,1,en
CDL-GK-0087,cdl,,general_knowledge,What is a common cause of tire fires?,Under-inflated tires and duals that touch are the most common causes of tire fires.,,1,en
CDL-GK-0088,cdl,,general_knowledge,Do empty trucks have the best braking?,Empty trucks require greater stopping distances because an empty vehicle has less traction.,,1,en
CDL-GK-0089,cdl,,general_knowledge,How far ahead should you look while driving?,Most good drivers look at least 12 to 15 seconds ahead. That means looking ahead the distance you will travel in 12 to 15 seconds.,,1,en
CDL-GK-0090,cdl,,general_knowledge,Which of the following should you NOT do if you experience a tire failure?,"To respond to tire failure: you must immediately: hold the steering wheel firmly, stay off the brake, and check the tires after you've come to a stop.",,1,en
CDL-GK-0091,cdl,,general_knowledge,What might happen if you swing wide to the left before you turn right?,"If you are driving a truck or bus that cannot make the right turn without swinging into another lane, turn wide as you complete the turn. Don't turn wide to the left as you start the turn. A following driver may think you are turning left and try to pass you on the right.",,1,en
CDL-GK-0092,cdl,,general_knowledge,What will help someone who is drunk sober up?,"The liver can only process one-third an ounce of alcohol per hour, which is considerably less than the alcohol in a standard drink. This is a fixed rate, so only time, not black coffee or a cold shower, will sober you up.",,1,en
CDL-GK-0093,cdl,,general_knowledge,Total stopping distance equals,Stopping distance is the sum of your Perception Distance + Reaction Distance + Braking Distance. In vehicles with air brakes you must include the brake lag distance.,,1,en
CDL-GK-0094,cdl,,general_knowledge,Convex curved mirrors,"Many large vehicles have curved mirrors that show a wider area than flat mirrors. This is often helpful, but everything appears smaller in a convex mirror than it would if you were looking at it directly. Things also seem farther away than they really are.",,1,en
CDL-GK-0095,cdl,,general_knowledge,Containerized loads,Containerized loads generally are used when freight is carried part way by rail or ship. Delivery by truck occurs at the beginning and/or end of the journey.,,1,en
CDL-GK-0096,cdl,,general_knowledge,How many red reflective triangles should you carry?,Safety requirements call for three red reflective triangles.,,1,en
CDL-GK-0097,cdl,,general_knowledge,"How does ""bleeding tar"" affect the road surface and driving conditions?","Tar in the road pavement frequently rises to the surface in very hot weather. Spots where tar ""bleeds"" to the surface are very slippery.",,1,en
CDL-GK-0098,cdl,,general_knowledge,Dry bulk tanks and hanging meat,Hanging meat and dry bulk can be a very unstable load with a high center of gravity. Particular caution is needed on sharp curves such as off ramps and on ramps. Go slowly.,,1,en
